Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,AllName,Birthdate__precision
Coscu,Argentina,1991-08-04,LAS,,Latin America,Support,Shaco,Support,0,0,Coscu,1
cosha,United States,2000-03-09,,Pookie Bears,North America,Support,"Rakan,Rell,Senna",Support,0,0,Cosha,1
Cosmïc (Charlotte Tranquillin),France,2001-04-06,Europe,Team GO Aurora,EMEA,Bot,Xayah,Bot,0,0,Cosmïc (Charlotte Tranquillin),1
Cosmïc (Charlotte Tranquillin),France,2001-04-06,Europe,Team GO Aurora,EMEA,Bot,Xayah,Bot,0,0,Cosmiic,1
Cosmic (Diego Rivera),Mexico,,,,Latin America,Bot,,Bot,1,0,Cosmic (Diego Rivera),
Cosmic (Koki Hanada),Japan,,,,Japan,Mid,,Mid,1,0,Cosmic (Koki Hanada),
Cosmoz,Chile,2001-11-30,,,Latin America,Mid,,Mid,0,0,Cosmoz,1
Cosmoz,Chile,2001-11-30,,,Latin America,Mid,,Mid,0,0,CosmoZz,1
Cospect,Estonia,,Europe,,EMEA,Support,,Support,0,0,Cospect,
Coten,China,2001-01-18,,Royal Club,China,Top,,Top,0,0,Coten,1
Coten,China,2001-01-18,,Royal Club,China,Top,,Top,0,0,Yanhuo,1
Cotonette,Portugal,,,,Europe,Support,"Thresh,Nautilus,Karma,Rakan,Pyke",Support,1,0,Cotonette,
Cotopaco,Colombia,1998-12-18,Latin America North,,Latin America,Mid,"Syndra,Azir,Katarina,Ekko,Viktor",Mid,0,0,Cotopaco,1
Cott,Colombia,,,,Latin America,Jungle,,Jungle,1,0,Cott,
Cotton,Peru,1994-02-28,,,LAN,Mid,"Vladimir,Katarina,Yasuo,Taliyah",Mid,1,0,Cotton,1
Cotton,Peru,1994-02-28,,,LAN,Mid,"Vladimir,Katarina,Yasuo,Taliyah",Mid,1,0,Link (André Alarcón),1
Cotton,Peru,1994-02-28,,,LAN,Mid,"Vladimir,Katarina,Yasuo,Taliyah",Mid,1,0,Miyuki,1
Couch Gen,Ukraine,1990-05-01,Latin America North,,Latin America,Coach,"Annie,Veigar,Vex",Head Coach,0,0,Couch Gen,1
Couch Gen,Ukraine,1990-05-01,Latin America North,,Latin America,Coach,"Annie,Veigar,Vex",Head Coach,0,0,Cabe,1
Couch Gen,Ukraine,1990-05-01,Latin America North,,Latin America,Coach,"Annie,Veigar,Vex",Head Coach,0,0,El Couch,1
Couch Gen,Ukraine,1990-05-01,Latin America North,,Latin America,Coach,"Annie,Veigar,Vex",Head Coach,0,0,Gen,1
CougarDai,Dominican Republic,,Latin America North,,Latin America,Support,,Support,1,0,CougarDai,
cound,China,,,,China,Bot,,Bot,1,0,Cound,
Counter,Italy,,Europe,,EMEA,Bot,Twitch,Bot,0,0,Counter,
Counter (Lee Jin-seong),South Korea,,,,Korea,Top,,Top,1,0,Counter (Lee Jin-seong),
Counter (Lee Jin-seong),South Korea,,,,Korea,Top,,Top,1,0,Manny (Lee Jin-seong),
CouRage (Jack Dunlop),United States,1994-04-23,,100 Thieves,North America,Streamer,,Co-Owner;Content Creator,0,0,CouRage (Jack Dunlop),1
Courage (Jeon Hyun-min),South Korea,2005-03-09,,Kwangdong Freecs Challengers,Korea,Jungle,,Jungle,0,0,Courage (Jeon Hyun-min),1
Covenantt,Mexico,,,,LAN,Support,,Support,1,0,Covenantt,
Cover,South Korea,1999-05-29,,,Korea,Mid,Azir,Mid,1,0,Cover,1
Covi,Mexico,,,,Latin America,Bot,,Bot,1,0,Covi,
Cow,South Korea,2004-02-09,,,Korea,Support,,Support,1,0,Cow,1
Coward,China,,,EDward Gaming Youth Team,China,Jungle,,Jungle,0,0,Coward,
CowardlyDog,Taiwan,,,,LMS,Top,,Top,1,0,CowardlyDog,
CowardlyDog,Taiwan,,,,LMS,Top,,Top,1,0,ArJuan,
Cowboy,Egypt,1997-01-22,,Team Occupy,,Coach,"Thresh,Lee Sin",Head Coach,0,0,Cowboy,1
cowTard,Sweden,,,,Europe,Mid,"Mordekaiser,Zyra,Kassadin,Fizz",Mid,1,0,CowTard,
Coyote (Felipe Esteves),Brazil,,,,Brazil,Mid,,Mid,1,0,Coyote (Felipe Esteves),
Coyote (Phạm Quốc Bình),Vietnam,,,,Vietnam,Mid,,Mid,1,1,Coyote (Phạm Quốc Bình),
CozQ,Netherlands,,,,Europe,Mid,,Mid,1,0,CozQ,
CozQ,Netherlands,,,,Europe,Mid,,Mid,1,0,Hi Its Fatima,
CozQ,Netherlands,,,,Europe,Mid,,Mid,1,0,Soef,
Cozy,South Korea,2002-01-22,,AOE Esports,North America,Top,Akali,Top,0,0,Cozy,1
Cozy,South Korea,2002-01-22,,AOE Esports,North America,Top,Akali,Top,0,0,Cozy Shroud,1
CPM,Romania,1994-12-13,Europe,Veni Vidi Vici (Spanish Team),EMEA,Top,"Jax,Jayce,Gnar,Cho'Gath",Top,0,0,CPM,1
CPM,Romania,1994-12-13,Europe,Veni Vidi Vici (Spanish Team),EMEA,Top,"Jax,Jayce,Gnar,Cho'Gath",Top,0,0,Coatpustmain,1
Cpt Arcoiris,Mexico,,,,Latin America,Bot,,Bot,1,0,Cpt Arcoiris,
Cpt Coldstar,Russia,1993-04-17,,,CIS,Caster,"Lulu,Orianna,Trundle",Caster,1,1,Cpt Coldstar,1
Cpt Coldstar,Russia,1993-04-17,,,CIS,Caster,"Lulu,Orianna,Trundle",Caster,1,1,Coldstar,1
Cpt Coldstar,Russia,1993-04-17,,,CIS,Caster,"Lulu,Orianna,Trundle",Caster,1,1,Nick Coldstar,1
Cpt Coldstar,Russia,1993-04-17,,,CIS,Caster,"Lulu,Orianna,Trundle",Caster,1,1,NJ Coldstar,1
Cpt Coldstar,Russia,1993-04-17,,,CIS,Caster,"Lulu,Orianna,Trundle",Caster,1,1,NJ Coldster,1
Cpt Jack,South Korea,1993-01-04,,Riot Games Inc.,Korea,Analyst,"Graves,Sivir,Ashe",Analyst,0,0,Cpt Jack,1
Cpt Jack,South Korea,1993-01-04,,Riot Games Inc.,Korea,Analyst,"Graves,Sivir,Ashe",Analyst,0,0,Captain Jack,1
Cpt Jack,South Korea,1993-01-04,,Riot Games Inc.,Korea,Analyst,"Graves,Sivir,Ashe",Analyst,0,0,CaptainJack,1
Cpt Jack,South Korea,1993-01-04,,Riot Games Inc.,Korea,Analyst,"Graves,Sivir,Ashe",Analyst,0,0,Cpt Jacky,1
Cpt Jack,South Korea,1993-01-04,,Riot Games Inc.,Korea,Analyst,"Graves,Sivir,Ashe",Analyst,0,0,Jack Sparrowoo,1
Cpt Ziploc,Canada,1992-10-11,,,North America,Jungle,"Elise,Zac,Jarvan IV,Nocturne,Nasus,Nautilus,Rammus",Jungle,1,0,Cpt Ziploc,1
Cpt Ziploc,Canada,1992-10-11,,,North America,Jungle,"Elise,Zac,Jarvan IV,Nocturne,Nasus,Nautilus,Rammus",Jungle,1,0,Adm Ziploc,1
Cpt Ziploc,Canada,1992-10-11,,,North America,Jungle,"Elise,Zac,Jarvan IV,Nocturne,Nasus,Nautilus,Rammus",Jungle,1,0,Captain Ziploc,1
CptShrimps,Canada,,,,North America,Mid,,Mid,1,0,CptShrimps,
CQ Byeol,South Korea,,,,Korea,Top,,Top,1,0,CQ Byeol,
CR0WN,Netherlands,1999-12-12,Europe,,EMEA,Mid,,Mid,0,0,CR0WN,1
CR0WN,Netherlands,1999-12-12,Europe,,EMEA,Mid,,Mid,0,0,Crown (Corné Croonenberg),1
CR0WN,Netherlands,1999-12-12,Europe,,EMEA,Mid,,Mid,0,0,Khekberinbo,1
CrabLord,Russia,2000-05-16,,Actions Per Minute,EMEA,Support,,Support,0,0,CrabLord,1
crabwalk,United States,,,,North America,Top,,Top,1,0,Crabwalk,
Crack (Noh Ji-seong),South Korea,2003-02-21,,,Korea,Support,,Support,0,0,Crack (Noh Ji-seong),1
Crack (Noh Ji-seong),South Korea,2003-02-21,,,Korea,Support,,Support,0,0,Nobrain (Noh Ji-seong),1
crackadon,Canada,,,University of Western Ontario,North America,Jungle,,Jungle,0,0,Crackadon,
Cracker (Lee Jeong-wook),South Korea,2008-01-20,,Hanwha Life Esports Academy,Korea,Mid,,Mid,0,0,Cracker (Lee Jeong-wook),1
Cracker (Oh Dong-geon),South Korea,2004-12-06,,,Korea,Mid,,Mid,0,0,Cracker (Oh Dong-geon),1
cracky,Portugal,2001-02-01,Europe,LUA Gaming,EMEA,Coach,,Positional Coach,0,0,Cracky,1
Craft1x,Turkey,1998-06-17,Turkey,BK ROG Esports,EMEA,Coach,,Coach,0,0,Craft1x,1
Craisze,Netherlands,2001-11-23,,Unlocked,EMEA,Caster,"Ezreal,Rakan,Renata Glasc,Gnar",Caster,0,0,Craisze,1
CraliX,Singapore,1999-11-04,Southeast Asia,,Asia Pacific,Support,,Support,1,0,CraliX,1
Crambit,Germany,,Europe,,EMEA,Jungle,,Jungle,1,0,Crambit,
Cran,Spain,1999-07-20,Europe,Oxygen Gaming,EMEA,Jungle,,Jungle,0,0,Cran,1
Crane,United Kingdom,,,,Europe,Manager,,General Manager,1,0,Crane,
Crane,United Kingdom,,,,Europe,Manager,,General Manager,1,0,ICrane,
Crank,China,,,,China,Mid,,Mid,1,0,Crank,
CrankO,,1990-10-17,,,None,Support,,Support,1,0,CrankO,1
CrankO,,1990-10-17,,,None,Support,,Support,1,0,Crank0,1
CrankO,,1990-10-17,,,None,Support,,Support,1,0,TRIVEDI,1
CrankZ,Hungary,1999-10-05,Europe,Illés Akadémia Spirit,EMEA,Jungle,,Jungle,0,0,CrankZ,1
Crash,South Korea,1997-01-05,,,Korea,Jungle,,Jungle,1,0,Crash,1
Crash,South Korea,1997-01-05,,,Korea,Jungle,,Jungle,1,0,Goeat,1
CrashBolt,Argentina,,,,LAS,Top,,Top,1,0,CrashBolt,
Crasia,Turkey,,,,Turkey,Bot,"Kai'Sa,Aphelios,Ashe,Lucian",Bot,1,0,Crasia,
Crasoke,Germany,,,,Europe,Jungle,,Jungle,1,0,Crasoke,
Crateur,South Korea,2001-11-23,,,Korea,Jungle,,Jungle,1,0,Crateur,1
CrawL,Turkey,,,,Turkey,Jungle,,Jungle,1,0,CrawL,
Crayon,Taiwan,,,,LMS,Bot,,Bot,1,0,Crayon,
Crayon,Taiwan,,,,LMS,Bot,,Bot,1,0,Caryon,
Crayzee,Australia,,,,Oceania,Support,,Support,1,0,Crayzee,
CrAzY (Adam Fedoruk),Poland,,Europe,,EMEA,Jungle,,Jungle,0,0,CrAzY (Adam Fedoruk),
Crazy (Kim Jae-hee),South Korea,1996-09-20,,,Korea,Top,Fiora,Top,1,0,Crazy (Kim Jae-hee),1
Crazy (Kim Jae-hee),South Korea,1996-09-20,,,Korea,Top,Fiora,Top,1,0,Crazyplay,1
Crazy Goose,United States,1999-06-03,,,North America,Bot,,Bot,1,0,Crazy Goose,1
Crazycaps,Netherlands,1994-10-28,Europe,,Europe,Manager,"Jinx,Lucian",Team Manager,1,0,Crazycaps,1
crazycat,Taiwan,2003-11-30,,,PCS,Bot,,Bot,0,0,Crazycat,1
CrazyFool,United Kingdom,,,GIANTX,EMEA,Analyst,,Senior Data Analyst;Bot,0,0,CrazyFool,
Crazylegs,United States,1994-01-24,,Weber State University,North America,Coach,,Coordinator of Esports,0,0,Crazylegs,1
CrazyPine,Singapore,,,,SEA,Support,,Support,1,0,CrazyPine,
CrazyPine,Singapore,,,,SEA,Support,,Support,1,0,CrazyPINEAPPLE,
Crea,Hungary,1999-12-12,,,Europe,Top,"Gnar,Gangplank,Azir,Vayne",Top,1,0,Crea,1
creabae,Netherlands,1994-06-20,Europe,,EMEA,Manager,,Manager,0,0,Creabae,1
Cream,South Korea,1997-07-17,,,Korea,Jungle,,Jungle,1,0,Cream,1
CreamSoda,United States,,,University of North Carolina at Charlotte,North America,Support,,Support,0,0,CreamSoda,
Creation,Turkey,,,,Turkey,Top,,Top,1,0,Creation,
Creaton,Poland,1994-03-21,,,Europe,Bot,Ezreal,Bot,1,0,Creaton,1
Creaton,Poland,1994-03-21,,,Europe,Bot,Ezreal,Bot,1,0,Dota Pro,1
Creaton,Poland,1994-03-21,,,Europe,Bot,Ezreal,Bot,1,0,LOL PRO,1
Creatore,Argentina,1998-04-16,,,Latin America,Support,,Support,0,0,Creatore,1
Crecre,Peru,1998-11-25,Latin America North,Ascendent Esports,Latin America,Support,,Support,0,0,Crecre,1
Crecre,Peru,1998-11-25,Latin America North,Ascendent Esports,Latin America,Support,,Support,0,0,Onetrick hater,1
CREDATOR,Costa Rica,,,,Latin America,Bot,,Bot,1,0,CREDATOR,
Credel,South Korea,2006-03-17,,,Korea,Top,,Top,0,0,Credel,1
Credit,Norway,,,,Europe,Bot,,Bot,1,0,Credit,
Cree (Bennet Lill),Germany,,,,Europe,Jungle,,Jungle,1,0,Cree (Bennet Lill),
Cree (Bennet Lill),Germany,,,,Europe,Jungle,,Jungle,1,0,Cree v2,
Cree (Kim Min-gi),South Korea,2005-09-05,,,Korea,Mid,,Mid,0,0,Cree (Kim Min-gi),1
Creep,China,,,,China,Bot,,Bot,1,0,Creep,
Crem,Turkey,,Turkey,ENEMI3S,EMEA,Bot,,Bot,0,0,Crem,
Creme,China,2003-12-14,,Top Esports,China,Mid,"Akali,Ahri,Qiyana,Sylas",Mid,0,0,Creme,1
Creme,China,2003-12-14,,Top Esports,China,Mid,"Akali,Ahri,Qiyana,Sylas",Mid,0,0,Crime,1
Creon,Italy,1999-08-26,Europe,The Gulls Esports,EMEA,Bot,"Twitch,Kai'Sa,Xayah",Bot,0,0,Creon,1
Creon,Italy,1999-08-26,Europe,The Gulls Esports,EMEA,Bot,"Twitch,Kai'Sa,Xayah",Bot,0,0,Creon2,1
Crepp,Vietnam,,Southeast Asia,,SEA,Mid,"Cassiopeia,Xerath,Vel'Koz",Mid,1,0,Crepp,
Cresca,Italy,,Europe,,EMEA,Support,,Support,0,0,Cresca,
Crescent (Luo Sheng),China,1991-11-07,,,China,Coach,"Cassiopeia,Ahri",Head Coach,0,0,Crescent (Luo Sheng),1
Crescent (Luo Sheng),China,1991-11-07,,,China,Coach,"Cassiopeia,Ahri",Head Coach,0,0,BSYY,1
Crescent (Luo Sheng),China,1991-11-07,,,China,Coach,"Cassiopeia,Ahri",Head Coach,0,0,WhIteCreScent,1
Cresho,Philippines,2000-10-15,,,Asia Pacific,Support,Ahri,Support,0,0,Cresho,1
Cresho,Philippines,2000-10-15,,,Asia Pacific,Support,Ahri,Support,0,0,Hortizuela Jan Edward,1
Cribob,Moldova,,Europe,,EMEA,Support,,Support,0,0,Cribob,
Criiss,Chile,,,,LAS,Top,,Top,1,0,Criiss,
Criiss,Chile,,,,LAS,Top,,Top,1,0,Criss,
Crilium,United States,,,,North America,Mid,,Mid,0,0,Crilium,
Crimsen,Norway,,,,EMEA,Bot,,Bot,0,0,Crimsen,
Crimson (Bilal Shoura),Canada,2006-11-10,,CCG Esports,North America,Top,"Yasuo,Yone",Top,0,0,Crimson (Bilal Shoura),1
Crimson (Florian Blume),Germany,,,,Europe,Support,,Support,1,0,Crimson (Florian Blume),
Crimson (Mert Koçak),Turkey,1994-05-28,,,Turkey,Top,"Jax,Renekton,Jayce",Top,1,0,Crimson (Mert Koçak),1
crimsoncorvus,United States,,,,North America,Support,,Support,1,0,Crimsoncorvus,
Crines,Netherlands,1995-09-07,,,Europe,Support,Nami,Support,1,0,Crines,1
Cripple,Serbia,2003-03-25,,,EMEA,Top,"K'Sante,Urgot,Gwen",Top,0,0,Cripple,1
Criptik,Belgium,2002-04-04,Europe,,EMEA,Bot,,Bot,0,0,Criptik,1
Cris,Mexico,1992-10-24,,,North America,Top,"Shen,Riven,Rumble",Top,1,0,Cris,1
Crisange,Turkey,,,,Turkey,Top,,Top,1,0,Crisange,
Crisis,China,1997-06-20,,,China,Jungle,,Jungle,1,0,Crisis,1
Crisma,Portugal,2000-06-18,Europe,SNOOZE Esports,EMEA,Support,,Support,0,0,Crisma,1
Crisma,Portugal,2000-06-18,Europe,SNOOZE Esports,EMEA,Support,,Support,0,0,P1ggy,1
Crisma,Portugal,2000-06-18,Europe,SNOOZE Esports,EMEA,Support,,Support,0,0,Piggy,1
Crisp,China,1998-08-20,,Weibo Gaming,China,Support,,Support,0,0,Crisp,1
Crisp,China,1998-08-20,,Weibo Gaming,China,Support,,Support,0,0,Kuroko (Liu Qing-Song),1
Crisp,China,1998-08-20,,Weibo Gaming,China,Support,,Support,0,0,Lqs,1
Crisp,China,1998-08-20,,Weibo Gaming,China,Support,,Support,0,0,Pinus,1
Cristal,Brazil,2005-11-06,,Vivo Keyd Stars Ignis,Brazil,Mid,"Ahri,Syndra",Mid,0,0,Cristal,1
Cristal,Brazil,2005-11-06,,Vivo Keyd Stars Ignis,Brazil,Mid,"Ahri,Syndra",Mid,0,0,Cristalszinha,1
Cristal,Brazil,2005-11-06,,Vivo Keyd Stars Ignis,Brazil,Mid,"Ahri,Syndra",Mid,0,0,Cristalzinhal,1
Cristinini,Spain,,,,Europe,Jungle,,Jungle,1,0,Cristinini,
Cristo,Italy,1995-04-25,Europe,,EMEA,Coach,"Lee Sin,Ekko,Soraka",Coach,0,0,Cristo,1
CristoL,Turkey,1994-08-07,Turkey,,EMEA,Coach,,Head Coach,0,0,CristoL,1
Cristonex,Colombia,2004-06-09,,Osaka,Latin America,Top,,Top,0,0,Cristonex,1
Crit Hero,Netherlands,1995-03-05,Europe,,EMEA,Mid,Lissandra,Mid,0,0,Crit Hero,1
Crit Hero,Netherlands,1995-03-05,Europe,,EMEA,Mid,Lissandra,Mid,0,0,The Mountain,1
Critsil,Mexico,,Latin America North,,Latin America,Bot,,Bot,1,0,Critsil,
Crixus,United Kingdom,,,,SEA,Top,,Top,1,0,Crixus,
CrjaY,Brazil,2003-05-04,,MIRAI (Brazilian Team),Brazil,Jungle,,Jungle,0,0,CrjaY,1
Croac,Spain,,,Fortune Makers,EMEA,Bot,,Bot,0,0,Croac,
Croc,South Korea,1998-01-06,,LOUD,Korea,Jungle,"Poppy,Sejuani,Viego,Maokai",Jungle,0,0,Croc,1
Croc,South Korea,1998-01-06,,LOUD,Korea,Jungle,"Poppy,Sejuani,Viego,Maokai",Jungle,0,0,Bokkenbap,1
Croco,South Korea,2000-02-23,,Anyone's Legend,Korea,Jungle,,Jungle,0,0,Croco,1
Crocodyle,France,,,,Europe,Jungle,Evelynn,Jungle,1,0,Crocodyle,
Crocomux,Italy,1998-07-22,Europe,The Gulls Esports,EMEA,Mid,"Lux,Xerath,Zoe,Vex",Head Coach,0,0,Crocomux,1
Crocomux,Italy,1998-07-22,Europe,The Gulls Esports,EMEA,Mid,"Lux,Xerath,Zoe,Vex",Head Coach,0,0,Davide Mago,1
Crocomux,Italy,1998-07-22,Europe,The Gulls Esports,EMEA,Mid,"Lux,Xerath,Zoe,Vex",Head Coach,0,0,Davide Tank,1
Croe,,,,Gravity (2024 North American Team),North America,Coach,"Nunu &amp; Willump,Fizz",Head Coach,0,0,Croe,
Croffins,,,,,Europe,Top,,Top,1,0,Croffins,
Croissant,United States,,,,North America,Coach,,LCS Strategic Director,0,0,Croissant,
Croka,Portugal,1999-07-14,Europe,,EMEA,Bot,"Lucian,Aurelion Sol",Bot,0,0,Croka,1
CrokyX,Hungary,1997-12-28,,,Europe,Support,Zyra,Support,1,0,CrokyX,1
CrokyX,Hungary,1997-12-28,,,Europe,Support,Zyra,Support,1,0,Croky17,1
Crom,Vietnam,,Southeast Asia,,Vietnam,Top,,Top,1,0,Crom,
Cronan,Sweden,,Europe,,EMEA,Mid,Riven,Mid,0,0,Cronan,
CRoNiiK,Spain,,Europe,Izi Dream,EMEA,Jungle,,Jungle,0,0,CRoNiiK,
CRoNiiK,Spain,,Europe,Izi Dream,EMEA,Jungle,,Jungle,0,0,CRoNiiK11,
Crono (Chris Harris),United States,,,,North America,Owner,,Owner,1,0,Crono (Chris Harris),
Crossbow,Chile,,,,LAS,Top,,Top,1,0,Crossbow,
Crossman,Germany,,Turkey,,EMEA,Mid,,Mid,0,0,Crossman,
Crossman,Germany,,Turkey,,EMEA,Mid,,Mid,0,0,Burak,
Crossover,Germany,2002-01-25,Europe,Eintracht Frankfurt,EMEA,Manager,"Caitlyn,Kai'Sa",Team Manager,0,0,Crossover,1
Crossover,Germany,2002-01-25,Europe,Eintracht Frankfurt,EMEA,Manager,"Caitlyn,Kai'Sa",Team Manager,0,0,Crossover1,1
Crosszeria,Russia,1997-10-12,,,CIS,Coach,"Nami,Yuumi,Janna",Coach,1,0,Crosszeria,1
Crow (Jaden Williams),United States,,,Lotus (North American Team),North America,Coach,,Analyst,0,0,Crow (Jaden Williams),
Crow (Juan Pineda),Colombia,,,,Latin America,Bot,,Bot,1,0,Crow (Juan Pineda),
Crow (Kim Seon-gyu),South Korea,1998-03-21,,Gen.G Academy,Korea,Coach,,Teaching Coach,0,0,Crow (Kim Seon-gyu),1
Crow (Kim Seon-gyu),South Korea,1998-03-21,,Gen.G Academy,Korea,Coach,,Teaching Coach,0,0,Cyclone (Kim Seon-gyu),1
Crow (Luca Nucci),Finland,,Europe,,EMEA,Support,"Pyke,Thresh,Rakan",Support,0,0,Crow (Luca Nucci),
Crow (Luca Nucci),Finland,,Europe,,EMEA,Support,"Pyke,Thresh,Rakan",Support,0,0,WorC,
Crowe,United States,,Southeast Asia,,Asia Pacific,Coach,,Head Coach,1,0,Crowe,
Crowh,Netherlands,,,,Europe,Jungle,,Bot,1,0,Crowh,
CrowMac,France,,Europe,Vitality Rising Bees,EMEA,Top,,Top,0,0,CrowMac,
Crown,South Korea,1995-02-28,,Gen.G Academy,Korea,Coach,"Viktor,Taliyah,Lissandra,Varus",Coach,0,0,Crown,1
Crown,South Korea,1995-02-28,,Gen.G Academy,Korea,Coach,"Viktor,Taliyah,Lissandra,Varus",Coach,0,0,Mid Modesty,1
Crown,South Korea,1995-02-28,,Gen.G Academy,Korea,Coach,"Viktor,Taliyah,Lissandra,Varus",Coach,0,0,Shadow (Lee Min-ho),1
Crownie,Slovenia,1998-04-17,Europe,,EMEA,Bot,"Ashe,Kog'Maw,Ezreal,Caitlyn",Bot,0,0,Crownie,1
Crownie,Slovenia,1998-04-17,Europe,,EMEA,Bot,"Ashe,Kog'Maw,Ezreal,Caitlyn",Bot,0,0,Crownshot,1
Crowno,Austria,,Europe,,EMEA,Top,,Top,0,0,Crowno,
Crowno,Austria,,Europe,,EMEA,Top,,Top,0,0,CrowYes,
Crowno,Austria,,Europe,,EMEA,Top,,Top,0,0,Maves,
Crowno,Austria,,Europe,,EMEA,Top,,Top,0,0,Novachrono,
Croxyy,Denmark,,,,Europe,Bot,,Bot,1,0,Croxyy,
Croxyy,Denmark,,,,Europe,Bot,,Bot,1,0,CR0xyy,
Croxyy,Denmark,,,,Europe,Bot,,Bot,1,0,Croxy,
Croxyy,Denmark,,,,Europe,Bot,,Bot,1,0,Croxyyy,
Croxyy,Denmark,,,,Europe,Bot,,Bot,1,0,Yung Croxy,
Crucile,United States,2002-01-11,,Spirituals,North America,Top,Gangplank,Top,0,0,Crucile,1
crudele,China,,,,China,Support,,Support,1,0,Crudele,
Cruel,China,2000-09-26,,,China,Support,,Support,1,0,Cruel,1
CrueL (Ceyhun Ünlü),Turkey,,,,Turkey,Top,,Top,1,0,CrueL (Ceyhun Ünlü),
Cruiser (Isaiah Doyle),Trinidad and Tobago,1998-12-28,,,Latin America,Bot,Ezreal,Bot,0,0,Cruiser (Isaiah Doyle),1
Cruiser (Isaiah Doyle),Trinidad and Tobago,1998-12-28,,,Latin America,Bot,Ezreal,Bot,0,0,Cruiser1,1
Cruiser (Isaiah Doyle),Trinidad and Tobago,1998-12-28,,,Latin America,Bot,Ezreal,Bot,0,0,Zochald,1
Crumbz,Venezuela,1993-02-06,,,North America,Caster,"Lee Sin,Shaco,Jax",Head Coach;Jungle,1,0,Crumbz,1
Crumbz,Venezuela,1993-02-06,,,North America,Caster,"Lee Sin,Shaco,Jax",Head Coach;Jungle,1,0,Crumbzz,1
Crumple,Turkey,2000-09-28,Turkey,,EMEA,Top,,Top,1,0,Crumple,1
Crunchy,Netherlands,1995-12-13,Europe,,EMEA,Support,,Support,0,0,Crunchy,1
Crunchy,Netherlands,1995-12-13,Europe,,EMEA,Support,,Support,0,0,Maverick (Danny Vlug),1
Crus,Argentina,1995-07-03,Latin America South,Belgrano Esports,Latin America,Bot,"Vayne,Nidalee",Bot,0,0,Crus,1
Crus,Argentina,1995-07-03,Latin America South,Belgrano Esports,Latin America,Bot,"Vayne,Nidalee",Bot,0,0,Cloudy,1
Crus,Argentina,1995-07-03,Latin America South,Belgrano Esports,Latin America,Bot,"Vayne,Nidalee",Bot,0,0,Crusssss,1
Crusader,Colombia,,,,Latin America,Manager,,Team Manager,0,0,Crusader,
Crusader Kitten,United States,,,,North America,Caster,"Thresh,Gangplank",Caster,1,0,Crusader Kitten,
Crush,South Korea,1998-01-03,,DRX,Korea,Coach,,Coach,0,0,Crush,1
Crush (Leonardo Braga),Brazil,,,,Brazil,Top,"Jayce,Riven,Irelia,Yasuo",Top,0,0,Crush (Leonardo Braga),
Crush (Leonardo Braga),Brazil,,,,Brazil,Top,"Jayce,Riven,Irelia,Yasuo",Top,0,0,Promise (Leonardo Braga),
Crush3,China,,,,China,Jungle,,Jungle,0,0,Crush3,
Crush3,China,,,,China,Jungle,,Jungle,0,0,Stray (Liu Hao),
Crusher,Portugal,1992-08-24,Europe,UCAM Esports,EMEA,Coach,"Tahm Kench,Evelynn,Hecarim",Head Coach,0,0,Crusher,1
CrusherCake,United States,,,,North America,Coach,Urgot,Head Coach,0,0,CrusherCake,
Cruzer,United States,,,,North America,Top,"Lee Sin,Irelia,Rumble,Vladimir",Top,1,0,Cruzer,
Cruzer,United States,,,,North America,Top,"Lee Sin,Irelia,Rumble,Vladimir",Top,1,0,CruzerBruzer,
Cruzer,United States,,,,North America,Top,"Lee Sin,Irelia,Rumble,Vladimir",Top,1,0,Cruzerthebruzer,
Cruzher,Indonesia,,Southeast Asia,,SEA,Jungle,,Jungle;Owner,1,0,Cruzher,
Crxw,Argentina,2000-04-16,,,Latin America,Mid,"Akali,Ryze,LeBlanc,Irelia",Mid,0,0,Crxw,1
CRY NOW,United States,,,,North America,Mid,,Mid,0,0,CRY NOW,
Cryin,China,2000-11-05,,EDward Gaming,China,Mid,,Mid,0,0,Cryin,1
Crymix,Czech Republic,,,,EMEA,Support,"Renata Glasc,Lulu,Nami",Support,0,0,Crymix,
Cryogen,Vietnam,2007-01-20,,Pulse Star,North America,Support,,Support,0,0,Cryogen,1
Cryogen,Vietnam,2007-01-20,,Pulse Star,North America,Support,,Support,0,0,Cryo,1
Cryps,Costa Rica,1995-11-20,,,Latin America,Jungle,"Kha'Zix,Jarvan IV,Graves",Jungle,1,0,Cryps,1
Cryps,Costa Rica,1995-11-20,,,Latin America,Jungle,"Kha'Zix,Jarvan IV,Graves",Jungle,1,0,Bless (Brandon Sánchez),1
Cryscata,Taiwan,2002-09-16,,Deep Cross Gaming,Asia Pacific,Mid,,Mid,0,0,Cryscata,1
CrystaI Rose,Brazil,,,,Brazil,Mid,"LeBlanc,Syndra,Orianna,Ahri",Mid,1,0,CrystaI Rose,
CrystaI Rose,Brazil,,,,Brazil,Mid,"LeBlanc,Syndra,Orianna,Ahri",Mid,1,0,Crystal (Mariana Ascal),
CrystaI Rose,Brazil,,,,Brazil,Mid,"LeBlanc,Syndra,Orianna,Ahri",Mid,1,0,Crystal Rose,
Crystal,Turkey,1993-04-20,Turkey,Misa Esports,EMEA,Jungle,Lee Sin,Jungle,0,0,Crystal,1
Crystal,Turkey,1993-04-20,Turkey,Misa Esports,EMEA,Jungle,Lee Sin,Jungle,0,0,Crystal M,1
