Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,Birthdate__precision,AllName
Desire,China,,,,China,Mid,,Mid,False,False,,"Desire, Solost"
Desire (Jack Forcier),United States,,,Virginia Polytechnic Institute and State University,North America,Jungle,,Jungle,False,False,,Desire (Jack Forcier)
Desiruo,Thailand,2001-12-21,,,North America,Mid,"Yasuo,Yone,Zed",Mid,False,False,1.0,Desiruo
Deskisiado,Chile,,,,LAS,Support,,Support,True,False,,Deskisiado
DesoLinee,Germany,,,Team 300,EMEA,Top,,Top,False,False,,DesoLinee
Desor,Greece,,,,Europe,Top,,Top,True,False,,Desor
Despa1r,China,,,Top Esports,China,Coach,,Coach,False,False,,"Despa1r, Disappear"
Despair (Mike Werner),Germany,1997-11-27,,,EMEA,Owner,"Caitlyn,Lucian,Kai'Sa",Support,True,False,1.0,Despair (Mike Werner)
Despe,Dominican Republic,1999-04-26,Latin America North,,Latin America,Mid,"Akali,Taliyah,Seraphine,Syndra",Mid,True,False,1.0,"Despe, Desperadoo"
Desperate,Hungary,,,,Europe,Support,,Support,True,False,,Desperate
Despien,Germany,,,,Europe,Jungle,,Jungle,True,False,,Despien
Desra,Lithuania,,,,Europe,Support,,Support,True,False,,Desra
desserte,Kosovo,,Europe,,EMEA,Jungle,"Rengar,Kayn",Jungle,False,False,,Desserte
Dest1ny (Leon Sorovos),Greece,,,,Europe,Jungle,,Jungle,True,False,,"Dest1ny (Leon Sorovos), Dest1ny, Destiny (Leon Sorovos), Destinyx"
Destiny (Kıvanç Derya),Turkey,,,,Turkey,Bot,,Bot,True,False,,Destiny (Kıvanç Derya)
Destiny (Lee Jae-hoon),South Korea,,,,Korea,Support,,Support,True,False,,"Destiny (Lee Jae-hoon), Destiny (Korean), Destiny (South Korean Player)"
destiny (Mitchell Shaw),Australia,1997-10-27,North America,Antic Esports,Asia Pacific,Bot,"Thresh,Nidalee,Lee Sin",Bot,False,False,1.0,"Destiny (Mitchell Shaw), Destinyy"
Destiny (Trịnh Thanh Tùng),Vietnam,,,,SEA,Bot,,Bot,True,False,,Destiny (Trịnh Thanh Tùng)
Destiny Seal,United States,,,University of Maryland College Park,North America,Coach,,Analyst,False,False,,Destiny Seal
Destroy (Adinun Sangjun),Thailand,,Southeast Asia,,SEA,Jungle,,Jungle,True,False,,"Destroy (Adinun Sangjun), DesTr0y, Reapers"
Destroy (Nguyễn Anh Tinh),Vietnam,,Southeast Asia,,Vietnam,Jungle,,Jungle,True,False,,"Destroy (Nguyễn Anh Tinh), Ti"
Destroy (Yoon Jeong-min),South Korea,2000-05-08,,,Korea,Top,,Top,False,False,1.0,"Destroy (Yoon Jeong-min), Sayongsu, Yongsu (Yoon Jeong-min)"
destroyer,China,,,,China,Top,,Top,True,False,,"Destroyer, Destroy (Ding Li), 若梦三千"
Destru,Spain,,Europe,Lotus Knights,EMEA,Mid,,Mid,False,False,,"Destru, El Destructor, ElDestructor"
Destruction,Turkey,1999-04-20,,,EMEA,Bot,"Nidalee,Evelynn,Elise,Irelia",Bot,False,False,1.0,"Destruction, Dev, Dεv"
Desulol,Iceland,1993-08-07,,,Europe,Support,Lulu,Support,True,False,1.0,Desulol
Desyah,United States,1989-06-10,,,LAN,Jungle,"Udyr,Nasus,Cassiopeia",Jungle,True,False,1.0,Desyah
Detain,United States,1996-07-06,,,Europe,Coach,"Camille,Qiyana,Sylas,Kha'Zix,Viego",Head Coach,True,False,1.0,Detain
Detention,Canada,1997-10-21,,Pick Me Galio,North America,Mid,"Zoe,Ahri,Lux,Seraphine",Mid,False,False,1.0,"Detention, Hillside Boys"
Determination,Poland,,Europe,Packmiko E-Sports,EMEA,Coach,,Head Coach,False,False,,"Determination, ÐETERMINATION"
Dethron,Lithuania,2001-07-30,Europe,,EMEA,Top,"Jax,Irelia,Lucian",Top,False,False,1.0,"Dethron, GameGuy"
Deto,United Kingdom,,,,Europe,Support,,Support,True,False,,"Deto, Adam (Adam Hawksworth), Elmtanu, Stronndorm, U K, U K Legend, UK, Unsupportive"
Dett,Spain,,,,Europe,Mid,"Ryze,Singed,Braum,Pyke",Mid,True,True,,Dett
DeuL,South Korea,1994-09-25,,,Korea,Coach,,Strategic Coach,True,False,1.0,"DeuL, Duel (Kim Deul), SLEEK"
Dev (Diogo Freitas),Portugal,,Europe,,EMEA,Top,,Top,False,False,,"Dev (Diogo Freitas), Devrah"
DEV1L,Greece,2000-01-22,,,Europe,Jungle,"Graves,Karthus,Nidalee",Jungle,True,False,1.0,DEV1L
Devas,Spain,,Europe,,EMEA,Coach,,Assistant Coach,False,False,,"Devas, Devasastro"
Devi1,China,,,,China,Manager,,Manager,True,False,,Devi1
Device,United States,,,Pennsylvania State University,North America,Bot,,Bot,False,False,,Device
Devil (Ethan Court),United Kingdom,,,,Europe,Support,,Support,True,False,,Devil (Ethan Court)
Devil deGrey,Venezuela,1997-12-23,Latin America North,,Latin America,Jungle,"Kha'Zix,LeBlanc,Kassadin",Jungle,False,False,1.0,"Devil deGrey, Devil (Víctor Díaz), Devil de Grey, DevildeGrey"
Devilast,Russia,,,,CIS,Support,,Support,True,False,,"Devilast, Yitana"
DevilFenix,Costa Rica,1992-11-25,,,LAN,Jungle,"Xin Zhao,Vi,Elise",Jungle,True,False,1.0,DevilFenix
DevilPancake,Peru,,,,LAN,Support,"Bard,Thresh",Support,True,False,,"DevilPancake, Devil Pancake, Pancake (Omar Montalvo)"
Devilpiotr,Poland,2000-04-07,Europe,Polsat Games,EMEA,Coach,Senna,Positional Coach,False,False,1.0,Devilpiotr
DevilQueenn,Colombia,,,3v Team,Latin America,Top,,Top,False,False,,DevilQueenn
Devin,,2001-06-15,,Converse University,North America,Bot,,Bot,False,False,1.0,"Devin, Living in misery"
Devious,United States,,,Lourdes University,North America,Bot,,Bot,False,False,,Devious
Devn,Germany,,,Diamant Esports,EMEA,Bot,,Bot,False,False,,Devn
Devo,Brazil,1998-12-28,,,Brazil,Bot,"Draven,Ezreal,Jhin,Vayne",Bot,True,False,1.0,"Devo, Devourer (Jefferson de Aguiar), Scar (Jefferson de Aguiar), SoulDevourer"
Devops,Turkey,,Turkey,,EMEA,Mid,,Mid,False,False,,"Devops, Devop, FurkaN (Furkan Abay)"
Devoured,Philippines,,,West Point Esports Academy,PCS,Jungle,"Viego,Hecarim,Kindred",Jungle,False,False,,"Devoured, Devoured1"
DevUnikorn,United States,,,,North America,Top,"Poppy,Ekko",Top,False,False,,DevUnikorn
Dew,Peru,2004-08-23,,,Latin America,Bot,,Bot,True,False,1.0,"Dew, Humblegod"
Dewigod,Chile,2001-05-21,,,Latin America,Mid,,Mid,True,False,1.0,Dewigod
Dex,France,1998-02-15,,,Europe,Top,"Lee Sin,Darius,Shen,Jax",Top,True,False,1.0,Dex
DeX (Giorgos Siandris),Greece,,,,Europe,Jungle,,Jungle,True,False,,DeX (Giorgos Siandris)
Dexam,Turkey,2004-11-13,,,EMEA,Support,,Support,False,False,1.0,Dexam
DexMax,United States,,,,North America,Top,,Top,True,False,,DexMax
Dexter,Germany,,Europe,,North America,Jungle,"Lee Sin,Elise",Jungle,True,False,,"Dexter, Dexter1"
DexteR (Emiliano Cassano),Argentina,,,,LAS,Top,,Top,True,False,,DexteR (Emiliano Cassano)
Dextro,Denmark,,,,Europe,Bot,"Draven,Karthus",Bot,True,False,,"Dextro, Parnstar Zilean, Parnstarzilean, Pornstar Zilean, Pornstarzilean, Prnstar zilean, Prnstarzilean"
Dexui,Finland,2000-05-18,Europe,,EMEA,Jungle,Udyr,Jungle,False,False,1.0,Dexui
Dezo,Portugal,2004-05-13,,Boavista FC,EMEA,Bot,"Vayne,Jinx,Kog'Maw,Katarina,Zac",Bot,False,False,1.0,Dezo
Dezwend,Turkey,,,,Turkey,Top,,Top,True,False,,"Dezwend, QQStyle"
DFTBA,United States,,,,North America,Coach,,Coach,True,False,,"DFTBA, Avin"
Dgc,China,1987-09-12,,,China,Coach,,Coach,True,False,1.0,Dgc
Dgg,China,,,,China,Support,,Support,True,False,,"Dgg, BlackWeapon, BW"
DGMaster,South Korea,1999-09-13,,,North America,Bot,"Lucian,Kai'Sa",Bot,False,False,1.0,"DGMaster, Tae"
dGon,United States,,,Riot Games Inc.,North America,Broadcast Talent,,Analyst Desk Host,False,False,,DGon
Dheinzen2,United States,,,,North America,Coach,,Assistant Coach,False,False,,Dheinzen2
Dhek,Chile,,Latin America South,,Latin America,Top,,Top,True,False,,Dhek
DHNN,Vietnam,1999-05-19,Southeast Asia,,Vietnam,Mid,"Ahri,Cassiopeia,Yasuo",Mid,True,False,1.0,"DHNN, Tam Heo, TamHeo"
Dhokla,India,1997-07-17,,,North America,Top,Yone,Top,False,False,1.0,"Dhokla, Dahulk"
Dia1,Vietnam,2001-10-09,,,Vietnam,Mid,,Mid,True,False,1.0,"Dia1, Cry (VCS B 2022 Player)"
Diable,South Korea,2007-10-17,,BNK FearX Youth,Korea,Bot,,Bot,False,False,1.0,"Diable, Ad1top, Carrot (Nam Dae-geun), Daegeun"
Diablo (Dorian Lefebvre),France,,,,Europe,Mid,Katarina,Mid,True,False,,"Diablo (Dorian Lefebvre), DiablöAsO"
Diablo (Mohammed Kareem),Iraq,2000-01-06,,Over Power Gaming Center,EMEA,Support,"Thresh,Leona,Braum,Nautilus",Support,False,False,1.0,"Diablo (Mohammed Kareem), Diablo (Fatigue Team), Psycho Thresh"
Diablo (Swedish Player),Sweden,,,,Europe,Mid,Aurelion Sol,Mid,True,False,,Diablo (Swedish Player)
diabolica,Greece,2004-03-04,,,Europe,Mid,,Mid,True,False,1.0,Diabolica
Diagu,Poland,,Europe,,EMEA,Coach,,Coach,False,False,,Diagu
Diakou,Norway,,,,Europe,Top,,Top,True,False,,Diakou
Dialto,Peru,1999-10-09,,,Latin America,Mid,,Mid,False,False,1.0,Dialto
Diamante,France,,Europe,,EMEA,Mid,,Mid,False,False,,Diamante
Diamond (David Bérubé),Canada,1996-02-08,,Supernova,North America,Support,"Ezreal,Pyke,Thresh,Rakan",Support,False,False,1.0,"Diamond (David Bérubé), Kabigon, T3azer"
Diamond (Sergio Martí),Spain,1993-05-18,,,Europe,Mid,"Elise,Lissandra,Zilean",Mid,True,False,1.0,"Diamond (Sergio Martí), IAmDiamond"
Diamondprox,Russia,1992-12-24,Europe,,EMEA,Jungle,"Lee Sin,Nidalee,Kindred,Olaf",Jungle,False,False,1.0,"Diamondprox, Diamond (Danil Reshetnikov), Diamondez, Diamondrox"
Dian,China,1996-06-22,,,China,Coach,"Jayce,Syndra,Orianna",Head Coach,False,False,1.0,"Dian, Point, 一天一点"
Diane,France,2002-09-11,Europe,Débiles Girlies,EMEA,Jungle,,Jungle,False,False,1.0,"Diane, Diditeterara"
dibu,Finland,1999-08-02,Europe,Zerolag Esports,EMEA,Jungle,"Nidalee,Lee Sin,Kindred,Graves",Jungle,False,False,1.0,"Dibu, Dibu1, Dikbutt"
DICE (Hong Do-hyeon),South Korea,2003-12-16,,,Korea,Mid,,Mid,False,False,1.0,"DICE (Hong Do-hyeon), Supernova (Hong Do-hyeon)"
Dicey,Japan,,Japan,,PCS,Support,,Support,False,False,,Dicey
Dicki,Greece,,,LUCY (Greek Team),EMEA,Top,,Top,False,False,,"Dicki, MrDickinson"
Did,Portugal,2000-09-06,Europe,,EMEA,Bot,"Jhin,Ezreal,Lucian,Jinx",Bot,False,False,1.0,Did
Diddier,Ecuador,1999-06-24,,,Latin America,Jungle,"Kha'Zix,Sejuani,Wukong,Kai'Sa",Jungle,True,False,1.0,Diddier
Didi,Portugal,,Europe,,EMEA,Bot,,Bot,False,False,,"Didi, DidiTuga, DIDl"
DiDi (Mariano Masolini),Argentina,2000-05-10,,WAP Esports,Latin America,Mid,,Mid,False,False,1.0,"DiDi (Mariano Masolini), DanDy (Mariano Masolini), Dandy3"
Diegus,Spain,,,,Europe,Jungle,,Jungle,True,False,,Diegus
DIEMdodo,Germany,2002-02-13,Europe,FC Schalke 04 Esports,EMEA,Coach,,Strategic Coach,False,False,1.0,"DIEMdodo, Dodo (Dominik Mansch)"
Dieninjsh,Latvia,,,,Europe,Support,,Support,True,False,,Dieninjsh
Diesel (Darrell Jenkins),United States,,,Black Rock Esports,North America,Top,,Top,False,False,,Diesel (Darrell Jenkins)
Diez,Russia,,,,CIS,Mid,,Bot,True,False,,Diez
Difference,Syria,2003-01-09,Europe,Akroma,EMEA,Top,"Fiora,Sett,Camille,Renekton,Wukong",Top,False,False,1.0,"Difference, Diffrenc, Grand Lan3r"
DIGA,Portugal,2001-08-06,Europe,,EMEA,Mid,"Katarina,Vladimir,Riven,Twisted Fate",Mid,False,False,1.0,DIGA
DiggerWacks,Lebanon,,,LDV Bzz Bzz,EMEA,Top,"Sion,Aatrox,Renekton,Mordekaiser,Kennen,Yorick",Top,False,False,,DiggerWacks
Digidoxs,Belgium,,,,EMEA,Top,,Top,False,False,,Digidoxs
DiGod,Spain,,,,Europe,Bot,,Bot,True,False,,DiGod
Digolera,Brazil,,,,Brazil,Bot,"Vayne,Draven",Bot,True,False,,Digolera
Diima,Lebanon,,,,,Bot,,Bot,True,False,,Diima
Diintisor,Romania,1998-12-30,Europe,,EMEA,Support,"Nautilus,Thresh,Pyke",Support,False,False,1.0,"Diintisor, Dalia"
Dika,Serbia,,,,Europe,Bot,,Bot,True,False,,"Dika, Dikaa"
Dilanch,Ecuador,,,,Latin America,Substitute,,Substitute,True,False,,Dilanch
Cube (Dai Yi),China,2002-07-14,,,China,Top,,Top,True,False,1.0,"Cube1, Cube (Dai Yi)"
Cube (Kim Chang-seong),South Korea,1996-08-16,,Kwangdong Freecs Challengers,Korea,Coach,,Coach,False,False,1.0,Cube (Kim Chang-seong)
Cubo,Italy,2003-05-08,Europe,,EMEA,Support,"Thresh,Blitzcrank,Rakan,Karma",Support,False,False,1.0,"Cubo, Cubø"
Cuce,Turkey,,,,Turkey,Top,,Top,True,False,,Cuce
Cuchi,Ecuador,,,,Latin America,Support,,Support,False,False,,Cuchi
Cuctus,Sweden,,,,Europe,Top,,Top,True,False,,Cuctus
Cuddiee,Sweden,,,,EMEA,Bot,,Bot,False,False,,Cuddiee
CuddleSnuffles,United States,2003-05-13,,,North America,Top,"Ornn,Udyr",Top;Mid,False,False,1.0,CuddleSnuffles
Cuest1oN,Chile,2000-11-21,Latin America South,Senshi eSports (Latin American Team),Latin America,Bot,"Vayne,Ezreal",Bot,False,False,1.0,"Cuest1oN, Cuestion"
Cufa,Argentina,,,,Latin America,Coach,,Coach,True,False,,Cufa
Cuhi,Hungary,,Europe,,EMEA,Mid,,Mid,False,False,,"Cuhi, CHhajg, Cuhajg, CUHigh, CUhigheazy"
CulJun,South Korea,2004-10-21,,,Korea,Bot,,Bot,False,False,1.0,CulJun
Cullmann,Germany,,,,Europe,Top,,Top,True,False,,Cullmann
Cuo,United States,,,,North America,Analyst,,Analyst,True,False,,Cuo
Cupcake,New Zealand,1994-12-10,Oceania,,Asia Pacific,Support,Braum,Support,False,False,1.0,Cupcake
Cupic,Canada,,,,North America,Mid,Seraphine,Mid,False,False,,Cupic
Cupra,,,,,Europe,Jungle,,Jungle,True,False,,"Cupra, CuprA400whp"
cuq,Argentina,,,,LAS,Support,,Support,True,False,,Cuq
Curator,Poland,2001-05-25,,,Europe,Jungle,,Jungle,True,False,1.0,Curator
Curl,Denmark,2003-07-24,Europe,,EMEA,Top,"Camille,Wukong,Akali,Ryze",Top,False,False,1.0,Curl
Curry,United States,1994-08-08,,,North America,Coach,,Assistant Coach,True,False,1.0,Curry
CurryshotGG,United States,1993-04-26,,,North America,Streamer,"Graves,Ezreal",Streamer,True,False,1.0,"CurryshotGG, Curryshot"
Curse (Davide Renz),Germany,,,,Europe,Top,,Top,True,False,,Curse (Davide Renz)
Curse (Min-Woo Jong-Bok),South Korea,,,,Oceania,Top,,Top,True,False,,Curse (Min-Woo Jong-Bok)
Cursed (Antonis Koimisoglou),Greece,,,Team Insidious,EMEA,Bot,,Bot,False,False,,Cursed (Antonis Koimisoglou)
curtain,China,,,,China,Top,,Top,True,False,,Curtain
Curtains,United States,,,,North America,Support,,Support,False,False,,Curtains
Curtis,Australia,1995-11-02,,,Oceania,Coach,"Twisted Fate,Zoe",Mid,True,False,1.0,"Curtis, Sharp (Curtis Morgan)"
CuRtoKy,Canada,,,,North America,Support,,Support,True,False,,CuRtoKy
curty,Brazil,2006-12-19,,LOUD Academy,Brazil,Top,,Top,False,False,1.0,Curty
Custrha,Netherlands,,Europe,,EMEA,Bot,,Bot,False,False,,Custrha
cute,China,,,Invictus Gaming Young,China,Bot,,Bot,False,False,,Cute
CuteM,China,,,,China,Support,,Support,True,False,,"CuteM, Yungshen"
Cuteness,Brazil,,,MIBR,Brazil,Mid,,Mid,False,False,,"Cuteness, Piguiça Menor"
Cutlight,France,2000-10-18,,,EMEA,Top,,Top,False,False,1.0,Cutlight
Cuturrufo,Chile,,,,LAS,Support,,Support,True,False,,Cuturrufo
Cuuz,South Korea,2000-07-04,,Gravity (2024 North American Team),North America,Jungle,Lee Sin,Jungle,False,False,1.0,Cuuz
CuVee,South Korea,1996-09-27,,Gen.G,Korea,Streamer,"Irelia,Camille",Analyst,False,False,1.0,"CuVee, 성진갓"
Cuzz,South Korea,1999-10-30,,Kwangdong Freecs,Korea,Jungle,"Rek'Sai,Nidalee,Gragas",Jungle,False,False,1.0,Cuzz
cvMax,South Korea,1990-07-07,,Kwangdong Freecs,Korea,Coach,,Head Coach,False,False,1.0,"CvMax, Vision (Kim Dae-ho)"
Cvoken,Czech Republic,,,,Europe,Top,,Top,True,False,,Cvoken
cwCwCW,Singapore,,,,SEA,Top,,Top,True,False,,CwCwCW
CY Blood,Canada,,,University of Toronto,North America,Jungle,,Jungle,False,False,,CY Blood
Cyan (Ty Stinson),United States,,,Arizona State University,North America,Jungle,,Jungle,False,False,,Cyan (Ty Stinson)
Cyanide,Finland,1994-11-15,,,Europe,Manager,"Amumu,Lee Sin,Cho'Gath,Jarvan IV",Player Manager,True,False,1.0,"Cyanide, Cyanide FI, CyanideFI"
Cyanisyde,Sweden,,,,Europe,Support,,Support,True,False,,Cyanisyde
Cyber (Nikita Lazarev),Ukraine,,,,CIS,Top,,Top,True,False,,Cyber (Nikita Lazarev)
Cyber (Sérgio Neves),Portugal,,,,Europe,Bot,,Bot,True,False,,Cyber (Sérgio Neves)
CyberRed,Hong Kong,1999-09-08,Taiwan,,Asia Pacific,Support,,Support,True,False,1.0,CyberRed
Cybolic,United States,,,,North America,Mid,,Mid,True,False,,Cybolic
Cybonox,,1998-10-20,Europe,,EMEA,Jungle,Hecarim,Jungle,False,False,1.0,Cybonox
Cyborg,United States,,,Ohio State University,North America,Top,Gragas,Top,False,False,,"Cyborg, Ayylmaozedong"
cyeol,South Korea,,,,Korea,Mid,Azir,Mid,False,False,,"Cyeol, Ch1rchr1, Chirchri"
Cygnus (Daniel Lugo),Colombia,,,,Latin America,Coach,,Head Coach,False,False,,"Cygnus (Daniel Lugo), Vincent (Daniel Lugo), Vincent Crabbe"
Cygnus (Juan Castillo),Peru,,,,LAN,Support,,Support,True,False,,Cygnus (Juan Castillo)
CYH,Singapore,,Southeast Asia,,Asia Pacific,Jungle,,Jungle,True,False,,"CYH, EternaL (Chen Yi-Hui)"
Cyk,China,,,,Oceania,Top,,Top,True,False,,Cyk
Cyku,China,2004-03-03,,Weibo Gaming Youth Team,China,Mid,,Mid,False,False,1.0,Cyku
Cyl,China,,,,China,Mid,,Mid,True,False,,"Cyl, Bear (Cai Ye-Lin)"
Cylainius,United States,,,Michigan State University,North America,Top,"Darius,Aatrox,Mordekaiser",Top,False,False,,Cylainius
Cymer,Poland,,,,EMEA,Jungle,,Jungle,False,False,,Cymer
CYNE,South Korea,,,,Korea,Jungle,,Jungle,True,False,,CYNE
Cynic,Chile,,Latin America South,,Latin America,Coach,,Head Coach,True,False,,Cynic
Cyo,Taiwan,1994-11-17,Taiwan,,Asia Pacific,Coach,"Fiora,Poppy",Head Coach,True,False,1.0,Cyo
cyraXx,Latvia,2002-04-16,Europe,,EMEA,Bot,"Vayne,Kai'Sa",Bot,False,False,1.0,CyraXx
Cyrox,Germany,,,,Europe,Jungle,,Jungle,True,False,,Cyrox
Czajek,Poland,2003-09-24,Europe,Vitality.Bee,EMEA,Mid,,Mid,False,False,1.0,"Czajek, Czajekk"
CzarnyPiotrus,Poland,1998-02-01,Europe,Parszywa Piątka Veggiego,EMEA,Caster,,Jungle,False,False,1.0,CzarnyPiotrus
Czaru,Poland,1994-11-25,,,Europe,Top,"Jayce,Karthus,Twisted Fate,Orianna",Top,True,False,1.0,Czaru
Czekolad,Poland,2000-02-15,Europe,BK ROG Esports,EMEA,Mid,"Ahri,Ryze",Mid,False,False,1.0,"Czekolad, Czeko, CzekoIad, Czekol0id"
Czypsy,Poland,2000-05-04,Europe,WLGaming Esports,EMEA,Support,,Support,False,False,1.0,"Czypsy, Mizune"
CΛVΛ,,,,,Europe,Top,,Top,True,False,,CΛVΛ
D0kai,Romania,2000-08-25,Europe,FlameHard,EMEA,Support,"Rakan,Braum",Support,False,False,1.0,"D0kai, Dokai"
D0MAS,Lithuania,1998-11-06,,Iron Wolves,EMEA,Mid,"Viktor,Fizz,Taliyah,Kassadin",Mid,False,False,1.0,"D0MAS, Domas (Domantas Musinas)"
d0tty,,,,,Oceania,Mid,,Mid,True,False,,D0tty
D1verse (Sami Karkour),France,2003-02-26,Europe,Exalty,EMEA,Mid,,Mid,False,False,1.0,D1verse (Sami Karkour)
D1vine,Sweden,,Europe,,EMEA,Bot,,Bot,False,False,,"D1vine, Divine"
D2K,Russia,1995-10-22,CIS,,EMEA,Coach,,Head Coach,False,False,1.0,"D2K, Dressed To Kill, Dressed2Kill"
D3O,Indonesia,,,Ottawa University,North America,Top,,Top,False,False,,"D3O, Deoniciuz"
D4nKa,Germany,2001-11-17,Europe,E WIE EINFACH E-SPORTS,EMEA,Jungle,"Graves,Lee Sin,Nidalee,Gwen",Jungle,False,False,1.0,"D4nKa, STARGAZ1NG1"
D4rkzelda,Norway,,Europe,,EMEA,Top,,Top,False,False,,D4rkzelda
D4rtaine,Portugal,2004-05-18,Europe,ZeroZone Gaming,EMEA,Top,"Fiora,Camille,Ornn",Top,False,False,1.0,D4rtaine
D4SH,Portugal,2003-03-01,Europe,Crvena zvezda Esports,EMEA,Jungle,"Graves,Taliyah,Lillia",Jungle,False,False,1.0,D4SH
D4ZE,Taiwan,,,,North America,Bot,,Bot,False,False,,D4ZE
Da7,China,1989-07-26,,,China,Coach,"Thresh,Annie",Coach,True,False,1.0,"Da7, ComA (Fang Hong-Ri), ComA7, DaDa7, DaDa77, DaDa777, SunnGoo, Trickyboy"
Daan Stylez,Netherlands,,,,Europe,Mid,,Mid,True,False,,"Daan Stylez, DaanStylez"
dabe,Philippines,,,,SEA,Jungle,,Jungle,True,False,,Dabe
Dackel,Germany,,,,Europe,Jungle,,Jungle,True,False,,Dackel
Dacreq,Norway,1995-02-04,Europe,,EMEA,Coach,,Coach,False,False,1.0,"Dacreq, Dacreq234"
Dáda (David Arnolt),Czech Republic,,,,Europe,Support,,Support,True,False,,Dáda (David Arnolt)
Dada (Kim Seung-jin),South Korea,,,,Korea,Bot,,Bot,True,False,,Dada (Kim Seung-jin)
Daddy,Taiwan,2002-05-31,Taiwan,,LMS,Bot,,Bot,True,False,1.0,Daddy
Daddyd3mon,Jordan,,,,EMEA,Support,,Support,False,False,,"Daddyd3mon, Daddy D3mon"
dade,South Korea,1994-11-08,,,Korea,Mid,"Twisted Fate,Ryze,Zed,Ezreal,Yasuo",Mid,True,False,1.0,Dade
Daduu,Canada,,,,North America,Support,,Support,True,False,,Daduu
Daeasy,Argentina,,Latin America South,ColNetwork eSports,Latin America,Coach,,Head Coach,False,False,,Daeasy
Daedalus,Denmark,1998-12-15,,,Europe,Caster,,Caster,True,False,1.0,"Daedalus, Benvarmeren"
Daedra,Argentina,2002-04-25,,Team Evermeet,Latin America,Mid,"Ziggs,Riven,Orianna,Sylas",Mid,False,False,1.0,Daedra
Daejin,Germany,,,,Europe,Support,"Zilean,Janna,Rakan",Support,True,False,,Daejin
Daemon,Belgium,,,twitch.tv/towatchdaero,EMEA,Top,,Top,False,False,,"Daemon, Ðaemøn, ToWatchDaero"
Daemon (Alex Prior),Republic of Ireland,,Europe,A One Man Army,EMEA,Coach,,Analyst,False,False,,Daemon (Alex Prior)
Daemonize,Germany,,,,Europe,Top,,Top,True,False,,Daemonize
Daeny,South Korea,1993-02-10,,Weibo Gaming,Korea,Coach,,Head Coach,False,False,1.0,Daeny
Daesper,Canada,2003-03-16,,Toronto Metropolitan University,North America,Mid,"Fizz,Irelia",Mid,False,False,1.0,"Daesper, Desper"
Dafnis,Greece,2007-03-08,Europe,Zerolag Esports,EMEA,Top,,Top,False,False,1.0,"Dafnis, DafnisK"
Dagda,Republic of Ireland,1992-11-11,,,EMEA,Caster,"Thresh,Alistar,Pyke",Caster,False,False,1.0,"Dagda, Gosudreams"
DaGhBooS,Saudi Arabia,,,,,Support,,Support,True,False,,DaGhBooS
Daglas,Poland,2005-10-23,Europe,Vitality.Bee,EMEA,Jungle,"Viego,Bel'Veth,Kayn",Jungle,False,False,1.0,Daglas
Dahlia,South Korea,2004-06-19,,Gen.G Global Academy,Korea,Support,,Support,False,False,1.0,"Dahlia, Dahila"
DahVys,Spain,,Europe,Gamespace Mediterranean College Esports,EMEA,Jungle,"Lee Sin,Graves,Rek'Sai,Karthus",Jungle,False,False,,"DahVys, DahVysx"
Dai,China,2001-02-07,,,China,Top,,Top,True,False,1.0,Dai
Daiblo,Portugal,1997-06-12,,,Europe,Jungle,"Lee Sin,Kha'Zix,Taliyah,Jarvan IV",Jungle,True,False,1.0,Daiblo
DaiDai,China,,,,China,Jungle,,Jungle,True,False,,DaiDai
Daiki,Romania,2004-02-16,,,EMEA,Mid,"Syndra,Ahri,LeBlanc,Azir",Mid,False,False,1.0,"Daiki, Daiki3"
Daiky,Colombia,2003-07-17,,Pirates IDV,Latin America,Jungle,,Jungle,False,False,1.0,Daiky
Dailen,Turkey,,,,Turkey,Support,,Support,True,False,,Dailen
DailomeR,Czech Republic,1998-06-04,Europe,,EMEA,Coach,"Rengar,Mordekaiser,Aatrox",Top;Assistant Coach,False,False,1.0,DailomeR
Dainank,Netherlands,2000-08-27,,,Europe,Support,"Gangplank,Renekton,Lissandra,Taric",Support,True,False,1.0,Dainank
Daisy,China,2004-04-02,,,China,Jungle,,Jungle,False,False,1.0,"Daisy, Doraemon (Liu Ye), Leafzz"
Daj,China,,,,China,Coach,,Assistant Coach,False,False,,"Daj, Hammer (Zhang Ji)"
Dája,Czech Republic,,,,Europe,Top,,Top,True,False,,Dája
DaJeung,,,Oceania,,Asia Pacific,Mid,,Mid,True,False,,DaJeung
Dajor,Germany,2003-04-18,Europe,Team GO,EMEA,Mid,,Mid,False,False,1.0,Dajor
Daju,Colombia,,,,Latin America,Top,,Top,True,False,,Daju
DaKarce,Lithuania,1999-12-12,,,Europe,Coach,"Cassiopeia,Ryze,Jarvan IV,Nautilus",Head Coach,True,False,1.0,"DaKarce, Maxineyo, Self:DaKarce, Self:Maxineyo"
Dakeey,Serbia,,,,Europe,Bot,,Bot,True,False,,Dakeey
Dakin,Republic of Ireland,,,,Europe,Jungle,,Jungle,True,False,,Dakin
Dakker,Chile,,,,LAS,Bot,,Bot,True,False,,Dakker
